section,subsection,content,reference,extr_ref_calls,extr_ref_prompt_tokens,extr_ref_completion_tokens,extr_ref_total_cost,section_number,paragraph_number,parsed_references,rule,extr_rules_calls,extr_rules_prompt_tokens,extr_rules_completion_tokens,extr_rules_total_cost
§ 8 Entschädigungen ,(2),"Der Zahnarzt kann für jeden Besuch ein Wegegeld berechnen. Das Wegegeld beträgt für einen Besuch innerhalb eines Radius um die Praxisstelle des Zahnarztes von 1. bis zu zwei Kilometern 4,30 Euro, bei Nacht (zwischen 20 und 8 Uhr) 8,60 Euro, 2. mehr als zwei Kilometern bis zu fünf Kilometern 8,00 Euro, bei Nacht 12,30 Euro, 3. mehr als fünf Kilometern bis zu zehn Kilometern 12,30 Euro, bei Nacht 18,40 Euro, 4. mehr als zehn Kilometern bis zu 25 Kilometern 18,40 Euro, bei Nacht 30,70 Euro. Erfolgt der Besuch von der Wohnung des Zahnarztes aus, so tritt bei der Berechnung des Radius die Wohnung des Zahnarztes an die Stelle der Praxisstelle. Werden mehrere Patienten in derselben häuslichen Gemeinschaft oder in einem Heim, insbesondere in einem Alten- oder Pflegeheim besucht, darf der Zahnarzt das Wegegeld unabhängig von der Anzahl der besuchten Patienten und deren Versichertenstatus insgesamt nur einmal und nur anteilig berechnen.",The text does not mention any references to other paragraphs.,1,361,11,0.0114899999999999,8.0,2.0,,,1,903,5,0.02739
§ 8 Entschädigungen ,(3),"Bei Besuchen außerhalb eines Radius von 25 Kilometern um die Praxisstelle des Zahnarztes tritt an die Stelle des Wegegeldes eine Reiseentschädigung. Als Reiseentschädigung erhält der Zahnarzt 1. 0,42 Euro für jeden zurückgelegten Kilometer, wenn er einen eigenen Kraftwagen benutzt, bei Benutzung anderer Verkehrsmittel die tatsächlichen Aufwendungen, 2. bei Abwesenheit bis zu acht Stunden 56,00 Euro, bei Abwesenheit von mehr als acht Stunden 112,50 Euro je Tag, 3. Ersatz der Kosten für notwendige Übernachtungen. Absatz 2 Satz 3 und 4 gilt entsprechend.",The text does not contain any references to other paragraphs.,1,235,11,0.0077099999999999,8.0,3.0,,,1,777,5,0.023610000000000003
§ 9 Ersatz von Auslagen für zahntechnische Leistungen ,(1),"Neben den für die einzelnen zahnärztlichen Leistungen vorgesehenen Gebühren können als Auslagen die dem Zahnarzt tatsächlich entstandenen angemessenen Kosten für zahntechnische Leistungen berechnet werden, soweit diese Kosten nicht nach den Bestimmungen des Gebührenverzeichnisses mit den Gebühren abgegolten sind.",The text does not mention any references to other paragraphs.,1,149,11,0.00513,9.0,1.0,,,1,691,5,0.02103
§ 9 Ersatz von Auslagen für zahntechnische Leistungen ,(2),"Der Zahnarzt hat dem Zahlungspflichtigen vor der Behandlung einen Kostenvoranschlag des gewerblichen oder des praxiseigenen Labors über die voraussichtlich entstehenden Kosten für zahntechnische Leistungen anzubieten und auf dessen Verlangen in Textform vorzulegen, sofern die Kosten insgesamt voraussichtlich einen Betrag von 1.000 Euro überschreiten. Für Behandlungen, die auf der Grundlage eines Heil- und Kostenplans für einen Behandlungszeitraum von mehr als zwölf Monaten geplant werden, gilt Satz 1 nur, sofern voraussichtlich bereits innerhalb eines Zeitraums von sechs Monaten Kosten von mehr als 1.000 Euro entstehen. Der Kostenvoranschlag muss die voraussichtlichen Gesamtkosten für zahntechnische Leistungen und die dabei verwendeten Materialien angeben. Art, Umfang und Ausführung der einzelnen Leistungen, Berechnungsgrundlage und Herstellungsort der zahntechnischen Leistungen sind dem Zahlungspflichtigen auf Verlangen näher zu erläutern. Ist eine Überschreitung der im Kostenvoranschlag genannten Kosten um mehr als 15 vom Hundert zu erwarten, hat der Zahnarzt den Zahlungspflichtigen hierüber unverzüglich in Textform zu unterrichten.",The text does not contain any references to other paragraphs.,1,394,11,0.01248,9.0,2.0,,"If the total cost is expected to exceed 1,000 Euro, the dentist must provide the patient with a cost estimate before treatment.",1,936,109,0.03462
§ 9 Ersatz von Auslagen für zahntechnische Leistungen ,(2),"Der Zahnarzt hat dem Zahlungspflichtigen vor der Behandlung einen Kostenvoranschlag des gewerblichen oder des praxiseigenen Labors über die voraussichtlich entstehenden Kosten für zahntechnische Leistungen anzubieten und auf dessen Verlangen in Textform vorzulegen, sofern die Kosten insgesamt voraussichtlich einen Betrag von 1.000 Euro überschreiten. Für Behandlungen, die auf der Grundlage eines Heil- und Kostenplans für einen Behandlungszeitraum von mehr als zwölf Monaten geplant werden, gilt Satz 1 nur, sofern voraussichtlich bereits innerhalb eines Zeitraums von sechs Monaten Kosten von mehr als 1.000 Euro entstehen. Der Kostenvoranschlag muss die voraussichtlichen Gesamtkosten für zahntechnische Leistungen und die dabei verwendeten Materialien angeben. Art, Umfang und Ausführung der einzelnen Leistungen, Berechnungsgrundlage und Herstellungsort der zahntechnischen Leistungen sind dem Zahlungspflichtigen auf Verlangen näher zu erläutern. Ist eine Überschreitung der im Kostenvoranschlag genannten Kosten um mehr als 15 vom Hundert zu erwarten, hat der Zahnarzt den Zahlungspflichtigen hierüber unverzüglich in Textform zu unterrichten.",The text does not contain any references to other paragraphs.,1,394,11,0.01248,9.0,2.0,,"For treatments planned over a period of more than twelve months, the above rule applies only if costs exceeding 1,000 Euro are expected within a six-month period.",1,936,109,0.03462
§ 9 Ersatz von Auslagen für zahntechnische Leistungen ,(2),"Der Zahnarzt hat dem Zahlungspflichtigen vor der Behandlung einen Kostenvoranschlag des gewerblichen oder des praxiseigenen Labors über die voraussichtlich entstehenden Kosten für zahntechnische Leistungen anzubieten und auf dessen Verlangen in Textform vorzulegen, sofern die Kosten insgesamt voraussichtlich einen Betrag von 1.000 Euro überschreiten. Für Behandlungen, die auf der Grundlage eines Heil- und Kostenplans für einen Behandlungszeitraum von mehr als zwölf Monaten geplant werden, gilt Satz 1 nur, sofern voraussichtlich bereits innerhalb eines Zeitraums von sechs Monaten Kosten von mehr als 1.000 Euro entstehen. Der Kostenvoranschlag muss die voraussichtlichen Gesamtkosten für zahntechnische Leistungen und die dabei verwendeten Materialien angeben. Art, Umfang und Ausführung der einzelnen Leistungen, Berechnungsgrundlage und Herstellungsort der zahntechnischen Leistungen sind dem Zahlungspflichtigen auf Verlangen näher zu erläutern. Ist eine Überschreitung der im Kostenvoranschlag genannten Kosten um mehr als 15 vom Hundert zu erwarten, hat der Zahnarzt den Zahlungspflichtigen hierüber unverzüglich in Textform zu unterrichten.",The text does not contain any references to other paragraphs.,1,394,11,0.01248,9.0,2.0,,The cost estimate must specify the total expected cost for dental technical services and the materials used.,1,936,109,0.03462
§ 9 Ersatz von Auslagen für zahntechnische Leistungen ,(2),"Der Zahnarzt hat dem Zahlungspflichtigen vor der Behandlung einen Kostenvoranschlag des gewerblichen oder des praxiseigenen Labors über die voraussichtlich entstehenden Kosten für zahntechnische Leistungen anzubieten und auf dessen Verlangen in Textform vorzulegen, sofern die Kosten insgesamt voraussichtlich einen Betrag von 1.000 Euro überschreiten. Für Behandlungen, die auf der Grundlage eines Heil- und Kostenplans für einen Behandlungszeitraum von mehr als zwölf Monaten geplant werden, gilt Satz 1 nur, sofern voraussichtlich bereits innerhalb eines Zeitraums von sechs Monaten Kosten von mehr als 1.000 Euro entstehen. Der Kostenvoranschlag muss die voraussichtlichen Gesamtkosten für zahntechnische Leistungen und die dabei verwendeten Materialien angeben. Art, Umfang und Ausführung der einzelnen Leistungen, Berechnungsgrundlage und Herstellungsort der zahntechnischen Leistungen sind dem Zahlungspflichtigen auf Verlangen näher zu erläutern. Ist eine Überschreitung der im Kostenvoranschlag genannten Kosten um mehr als 15 vom Hundert zu erwarten, hat der Zahnarzt den Zahlungspflichtigen hierüber unverzüglich in Textform zu unterrichten.",The text does not contain any references to other paragraphs.,1,394,11,0.01248,9.0,2.0,,"If an increase in the cost estimate by more than 15 percent is expected, the dentist must immediately inform the patient in text form.",1,936,109,0.03462
§ 10 Fälligkeit und Abrechnung der Vergütung; Rechnung ,(1),"Die Vergütung wird fällig, wenn dem Zahlungspflichtigen eine dieser Verordnung entsprechende Rechnung nach der Anlage 2 erteilt worden ist. Künftige Änderungen der Anlage 2 werden durch das Bundesministerium für Gesundheit durch Bekanntmachung veröffentlicht.",The text does not mention any references to other paragraphs.,1,130,11,0.00456,10.0,1.0,,,1,672,5,0.020460000000000002
§ 10 Fälligkeit und Abrechnung der Vergütung; Rechnung ,(2),"Die Rechnung muss insbesondere enthalten: 1. das Datum der Erbringung der Leistung, 2. bei Gebühren die Nummer und die Bezeichnung der einzelnen berechneten Leistung einschließlich einer verständlichen Bezeichnung des behandelten Zahnes und einer in der Leistungsbeschreibung oder einer Abrechnungsbestimmung gegebenenfalls genannten Mindestdauer sowie den jeweiligen Betrag und den Steigerungssatz, 3. bei Gebühren für vollstationäre, teilstationäre sowie vor- und nachstationäre und privatzahnärztliche Leistungen zusätzlich den Minderungsbetrag nach § 7, 4. bei Entschädigungen nach § 8 den Betrag, die Art der Entschädigung und die Berechnung, 5. bei Ersatz von Auslagen nach § 9 Art, Umfang und Ausführung der einzelnen Leistungen und deren Preise sowie die direkt zurechenbaren Materialien und deren Preise, insbesondere Bezeichnung, Gewicht und Tagespreis der verwendeten Legierungen, 6. bei nach dem Gebührenverzeichnis gesondert berechnungsfähigen Kosten Art, Menge und Preis verwendeter Materialien; die Auslagen sind dem Zahlungspflichtigen auf Verlangen näher zu erläutern.","References: §7, §8, §9",1,370,10,0.0116999999999999,10.0,2.0,"[{'section': '7'}, {'section': '8'}, {'section': '9'}]","Rule 1: The invoice must contain the date of the service provision. This can be checked by verifying the ""DateOfTreatment"" field in each item of the ""Services"" and ""MaterialCosts"" arrays.",1,2097,170,0.07311
§ 10 Fälligkeit und Abrechnung der Vergütung; Rechnung ,(2),"Die Rechnung muss insbesondere enthalten: 1. das Datum der Erbringung der Leistung, 2. bei Gebühren die Nummer und die Bezeichnung der einzelnen berechneten Leistung einschließlich einer verständlichen Bezeichnung des behandelten Zahnes und einer in der Leistungsbeschreibung oder einer Abrechnungsbestimmung gegebenenfalls genannten Mindestdauer sowie den jeweiligen Betrag und den Steigerungssatz, 3. bei Gebühren für vollstationäre, teilstationäre sowie vor- und nachstationäre und privatzahnärztliche Leistungen zusätzlich den Minderungsbetrag nach § 7, 4. bei Entschädigungen nach § 8 den Betrag, die Art der Entschädigung und die Berechnung, 5. bei Ersatz von Auslagen nach § 9 Art, Umfang und Ausführung der einzelnen Leistungen und deren Preise sowie die direkt zurechenbaren Materialien und deren Preise, insbesondere Bezeichnung, Gewicht und Tagespreis der verwendeten Legierungen, 6. bei nach dem Gebührenverzeichnis gesondert berechnungsfähigen Kosten Art, Menge und Preis verwendeter Materialien; die Auslagen sind dem Zahlungspflichtigen auf Verlangen näher zu erläutern.","References: §7, §8, §9",1,370,10,0.0116999999999999,10.0,2.0,"[{'section': '7'}, {'section': '8'}, {'section': '9'}]","Rule 2: For each service, the invoice must contain the number and description of the service, the treated tooth, and the respective amount and multiplier. This can be checked by verifying the ""ServiceNumber"", ""Description"", ""Tooth"", ""Charge"", and ""Multiplier"" fields in each item of the ""Services"" array.",1,2097,170,0.07311
§ 10 Fälligkeit und Abrechnung der Vergütung; Rechnung ,(2),"Die Rechnung muss insbesondere enthalten: 1. das Datum der Erbringung der Leistung, 2. bei Gebühren die Nummer und die Bezeichnung der einzelnen berechneten Leistung einschließlich einer verständlichen Bezeichnung des behandelten Zahnes und einer in der Leistungsbeschreibung oder einer Abrechnungsbestimmung gegebenenfalls genannten Mindestdauer sowie den jeweiligen Betrag und den Steigerungssatz, 3. bei Gebühren für vollstationäre, teilstationäre sowie vor- und nachstationäre und privatzahnärztliche Leistungen zusätzlich den Minderungsbetrag nach § 7, 4. bei Entschädigungen nach § 8 den Betrag, die Art der Entschädigung und die Berechnung, 5. bei Ersatz von Auslagen nach § 9 Art, Umfang und Ausführung der einzelnen Leistungen und deren Preise sowie die direkt zurechenbaren Materialien und deren Preise, insbesondere Bezeichnung, Gewicht und Tagespreis der verwendeten Legierungen, 6. bei nach dem Gebührenverzeichnis gesondert berechnungsfähigen Kosten Art, Menge und Preis verwendeter Materialien; die Auslagen sind dem Zahlungspflichtigen auf Verlangen näher zu erläutern.","References: §7, §8, §9",1,370,10,0.0116999999999999,10.0,2.0,"[{'section': '7'}, {'section': '8'}, {'section': '9'}]","Rule 3: For each material cost, the invoice must contain the type, quantity, and price of the used materials. This can be checked by verifying the ""Description"", ""Count"", and ""Charge"" fields in each item of the ""MaterialCosts"" array.",1,2097,170,0.07311
§ 10 Fälligkeit und Abrechnung der Vergütung; Rechnung ,(2),"Die Rechnung muss insbesondere enthalten: 1. das Datum der Erbringung der Leistung, 2. bei Gebühren die Nummer und die Bezeichnung der einzelnen berechneten Leistung einschließlich einer verständlichen Bezeichnung des behandelten Zahnes und einer in der Leistungsbeschreibung oder einer Abrechnungsbestimmung gegebenenfalls genannten Mindestdauer sowie den jeweiligen Betrag und den Steigerungssatz, 3. bei Gebühren für vollstationäre, teilstationäre sowie vor- und nachstationäre und privatzahnärztliche Leistungen zusätzlich den Minderungsbetrag nach § 7, 4. bei Entschädigungen nach § 8 den Betrag, die Art der Entschädigung und die Berechnung, 5. bei Ersatz von Auslagen nach § 9 Art, Umfang und Ausführung der einzelnen Leistungen und deren Preise sowie die direkt zurechenbaren Materialien und deren Preise, insbesondere Bezeichnung, Gewicht und Tagespreis der verwendeten Legierungen, 6. bei nach dem Gebührenverzeichnis gesondert berechnungsfähigen Kosten Art, Menge und Preis verwendeter Materialien; die Auslagen sind dem Zahlungspflichtigen auf Verlangen näher zu erläutern.","References: §7, §8, §9",1,370,10,0.0116999999999999,10.0,2.0,"[{'section': '7'}, {'section': '8'}, {'section': '9'}]",,1,2097,170,0.07311
§ 10 Fälligkeit und Abrechnung der Vergütung; Rechnung ,(3),"Überschreitet die berechnete Gebühr nach Absatz 2 Nummer 2 das 2,3fache des Gebührensatzes, ist dies auf die einzelne Leistung bezogen für den Zahlungspflichtigen verständlich und nachvollziehbar schriftlich zu begründen. Auf Verlangen ist die Begründung näher zu erläutern. Soweit im Fall einer abweichenden Vereinbarung nach § 2 auch ohne die getroffene Vereinbarung ein Überschreiten der in Satz 1 genannten Steigerungssätze gerechtfertigt gewesen wäre, ist das Überschreiten auf Verlangen des Zahlungspflichtigen schriftlich zu begründen; die Sätze 1 und 2 gelten entsprechend. Die Bezeichnung der Leistung nach Absatz 2 Nr. 2 kann entfallen, wenn der Rechnung eine Zusammenstellung beigefügt ist, der die Bezeichnung für die abgerechnete Leistungsnummer entnommen werden kann. Bei Auslagen nach Absatz 2 Nr. 5 ist der Beleg oder ein sonstiger Nachweis beizufügen. Wurden zahntechnische Leistungen in Auftrag gegeben, ist eine den Erfordernissen des Absatzes 2 Nr. 5 entsprechende Rechnung des Dentallabors beizufügen; insoweit genügt es, in der Rechnung des Zahnarztes den Gesamtbetrag für diese Leistungen anzugeben. Leistungen, die auf Verlangen erbracht worden sind (§ 1 Abs. 2 Satz 2 und § 2 Abs. 3) sind als solche zu bezeichnen.","References: §2, §1 Abs. 2 Satz 2, §2 Abs. 3",1,454,22,0.01494,10.0,3.0,"[{'section': '2'}, {'section': '1', 'paragraph': '2', 'sentence': '2'}, {'section': '2', 'paragraph': '3'}]","Rule 1: If the calculated fee exceeds 2.3 times the fee rate, this must be justified in writing in a manner that is understandable and comprehensible for the person liable to pay. This justification must be related to the individual service provided.",1,1745,289,0.06969
§ 10 Fälligkeit und Abrechnung der Vergütung; Rechnung ,(3),"Überschreitet die berechnete Gebühr nach Absatz 2 Nummer 2 das 2,3fache des Gebührensatzes, ist dies auf die einzelne Leistung bezogen für den Zahlungspflichtigen verständlich und nachvollziehbar schriftlich zu begründen. Auf Verlangen ist die Begründung näher zu erläutern. Soweit im Fall einer abweichenden Vereinbarung nach § 2 auch ohne die getroffene Vereinbarung ein Überschreiten der in Satz 1 genannten Steigerungssätze gerechtfertigt gewesen wäre, ist das Überschreiten auf Verlangen des Zahlungspflichtigen schriftlich zu begründen; die Sätze 1 und 2 gelten entsprechend. Die Bezeichnung der Leistung nach Absatz 2 Nr. 2 kann entfallen, wenn der Rechnung eine Zusammenstellung beigefügt ist, der die Bezeichnung für die abgerechnete Leistungsnummer entnommen werden kann. Bei Auslagen nach Absatz 2 Nr. 5 ist der Beleg oder ein sonstiger Nachweis beizufügen. Wurden zahntechnische Leistungen in Auftrag gegeben, ist eine den Erfordernissen des Absatzes 2 Nr. 5 entsprechende Rechnung des Dentallabors beizufügen; insoweit genügt es, in der Rechnung des Zahnarztes den Gesamtbetrag für diese Leistungen anzugeben. Leistungen, die auf Verlangen erbracht worden sind (§ 1 Abs. 2 Satz 2 und § 2 Abs. 3) sind als solche zu bezeichnen.","References: §2, §1 Abs. 2 Satz 2, §2 Abs. 3",1,454,22,0.01494,10.0,3.0,"[{'section': '2'}, {'section': '1', 'paragraph': '2', 'sentence': '2'}, {'section': '2', 'paragraph': '3'}]","Rule 2: Upon request, the justification for exceeding the fee rate must be explained in more detail.",1,1745,289,0.06969
§ 10 Fälligkeit und Abrechnung der Vergütung; Rechnung ,(3),"Überschreitet die berechnete Gebühr nach Absatz 2 Nummer 2 das 2,3fache des Gebührensatzes, ist dies auf die einzelne Leistung bezogen für den Zahlungspflichtigen verständlich und nachvollziehbar schriftlich zu begründen. Auf Verlangen ist die Begründung näher zu erläutern. Soweit im Fall einer abweichenden Vereinbarung nach § 2 auch ohne die getroffene Vereinbarung ein Überschreiten der in Satz 1 genannten Steigerungssätze gerechtfertigt gewesen wäre, ist das Überschreiten auf Verlangen des Zahlungspflichtigen schriftlich zu begründen; die Sätze 1 und 2 gelten entsprechend. Die Bezeichnung der Leistung nach Absatz 2 Nr. 2 kann entfallen, wenn der Rechnung eine Zusammenstellung beigefügt ist, der die Bezeichnung für die abgerechnete Leistungsnummer entnommen werden kann. Bei Auslagen nach Absatz 2 Nr. 5 ist der Beleg oder ein sonstiger Nachweis beizufügen. Wurden zahntechnische Leistungen in Auftrag gegeben, ist eine den Erfordernissen des Absatzes 2 Nr. 5 entsprechende Rechnung des Dentallabors beizufügen; insoweit genügt es, in der Rechnung des Zahnarztes den Gesamtbetrag für diese Leistungen anzugeben. Leistungen, die auf Verlangen erbracht worden sind (§ 1 Abs. 2 Satz 2 und § 2 Abs. 3) sind als solche zu bezeichnen.","References: §2, §1 Abs. 2 Satz 2, §2 Abs. 3",1,454,22,0.01494,10.0,3.0,"[{'section': '2'}, {'section': '1', 'paragraph': '2', 'sentence': '2'}, {'section': '2', 'paragraph': '3'}]","Rule 3: In the case of an agreement deviating from § 2, if exceeding the increase rates mentioned in sentence 1 would have been justified even without the agreement made, this exceeding must be justified in writing upon request of the person liable to pay.",1,1745,289,0.06969
§ 10 Fälligkeit und Abrechnung der Vergütung; Rechnung ,(3),"Überschreitet die berechnete Gebühr nach Absatz 2 Nummer 2 das 2,3fache des Gebührensatzes, ist dies auf die einzelne Leistung bezogen für den Zahlungspflichtigen verständlich und nachvollziehbar schriftlich zu begründen. Auf Verlangen ist die Begründung näher zu erläutern. Soweit im Fall einer abweichenden Vereinbarung nach § 2 auch ohne die getroffene Vereinbarung ein Überschreiten der in Satz 1 genannten Steigerungssätze gerechtfertigt gewesen wäre, ist das Überschreiten auf Verlangen des Zahlungspflichtigen schriftlich zu begründen; die Sätze 1 und 2 gelten entsprechend. Die Bezeichnung der Leistung nach Absatz 2 Nr. 2 kann entfallen, wenn der Rechnung eine Zusammenstellung beigefügt ist, der die Bezeichnung für die abgerechnete Leistungsnummer entnommen werden kann. Bei Auslagen nach Absatz 2 Nr. 5 ist der Beleg oder ein sonstiger Nachweis beizufügen. Wurden zahntechnische Leistungen in Auftrag gegeben, ist eine den Erfordernissen des Absatzes 2 Nr. 5 entsprechende Rechnung des Dentallabors beizufügen; insoweit genügt es, in der Rechnung des Zahnarztes den Gesamtbetrag für diese Leistungen anzugeben. Leistungen, die auf Verlangen erbracht worden sind (§ 1 Abs. 2 Satz 2 und § 2 Abs. 3) sind als solche zu bezeichnen.","References: §2, §1 Abs. 2 Satz 2, §2 Abs. 3",1,454,22,0.01494,10.0,3.0,"[{'section': '2'}, {'section': '1', 'paragraph': '2', 'sentence': '2'}, {'section': '2', 'paragraph': '3'}]",Rule 4: The designation of the service according to paragraph 2 No. 2 can be omitted if the invoice is accompanied by a compilation from which the designation for the billed service number can be taken.,1,1745,289,0.06969
§ 10 Fälligkeit und Abrechnung der Vergütung; Rechnung ,(3),"Überschreitet die berechnete Gebühr nach Absatz 2 Nummer 2 das 2,3fache des Gebührensatzes, ist dies auf die einzelne Leistung bezogen für den Zahlungspflichtigen verständlich und nachvollziehbar schriftlich zu begründen. Auf Verlangen ist die Begründung näher zu erläutern. Soweit im Fall einer abweichenden Vereinbarung nach § 2 auch ohne die getroffene Vereinbarung ein Überschreiten der in Satz 1 genannten Steigerungssätze gerechtfertigt gewesen wäre, ist das Überschreiten auf Verlangen des Zahlungspflichtigen schriftlich zu begründen; die Sätze 1 und 2 gelten entsprechend. Die Bezeichnung der Leistung nach Absatz 2 Nr. 2 kann entfallen, wenn der Rechnung eine Zusammenstellung beigefügt ist, der die Bezeichnung für die abgerechnete Leistungsnummer entnommen werden kann. Bei Auslagen nach Absatz 2 Nr. 5 ist der Beleg oder ein sonstiger Nachweis beizufügen. Wurden zahntechnische Leistungen in Auftrag gegeben, ist eine den Erfordernissen des Absatzes 2 Nr. 5 entsprechende Rechnung des Dentallabors beizufügen; insoweit genügt es, in der Rechnung des Zahnarztes den Gesamtbetrag für diese Leistungen anzugeben. Leistungen, die auf Verlangen erbracht worden sind (§ 1 Abs. 2 Satz 2 und § 2 Abs. 3) sind als solche zu bezeichnen.","References: §2, §1 Abs. 2 Satz 2, §2 Abs. 3",1,454,22,0.01494,10.0,3.0,"[{'section': '2'}, {'section': '1', 'paragraph': '2', 'sentence': '2'}, {'section': '2', 'paragraph': '3'}]","Rule 5: For expenses according to paragraph 2 No. 5, the receipt or other proof must be attached.",1,1745,289,0.06969
§ 10 Fälligkeit und Abrechnung der Vergütung; Rechnung ,(3),"Überschreitet die berechnete Gebühr nach Absatz 2 Nummer 2 das 2,3fache des Gebührensatzes, ist dies auf die einzelne Leistung bezogen für den Zahlungspflichtigen verständlich und nachvollziehbar schriftlich zu begründen. Auf Verlangen ist die Begründung näher zu erläutern. Soweit im Fall einer abweichenden Vereinbarung nach § 2 auch ohne die getroffene Vereinbarung ein Überschreiten der in Satz 1 genannten Steigerungssätze gerechtfertigt gewesen wäre, ist das Überschreiten auf Verlangen des Zahlungspflichtigen schriftlich zu begründen; die Sätze 1 und 2 gelten entsprechend. Die Bezeichnung der Leistung nach Absatz 2 Nr. 2 kann entfallen, wenn der Rechnung eine Zusammenstellung beigefügt ist, der die Bezeichnung für die abgerechnete Leistungsnummer entnommen werden kann. Bei Auslagen nach Absatz 2 Nr. 5 ist der Beleg oder ein sonstiger Nachweis beizufügen. Wurden zahntechnische Leistungen in Auftrag gegeben, ist eine den Erfordernissen des Absatzes 2 Nr. 5 entsprechende Rechnung des Dentallabors beizufügen; insoweit genügt es, in der Rechnung des Zahnarztes den Gesamtbetrag für diese Leistungen anzugeben. Leistungen, die auf Verlangen erbracht worden sind (§ 1 Abs. 2 Satz 2 und § 2 Abs. 3) sind als solche zu bezeichnen.","References: §2, §1 Abs. 2 Satz 2, §2 Abs. 3",1,454,22,0.01494,10.0,3.0,"[{'section': '2'}, {'section': '1', 'paragraph': '2', 'sentence': '2'}, {'section': '2', 'paragraph': '3'}]","Rule 6: If dental technical services have been commissioned, an invoice from the dental laboratory corresponding to the requirements of paragraph 2 No. 5 must be attached; in this respect, it is sufficient to indicate the total amount for these services in the dentist's invoice.",1,1745,289,0.06969
§ 10 Fälligkeit und Abrechnung der Vergütung; Rechnung ,(3),"Überschreitet die berechnete Gebühr nach Absatz 2 Nummer 2 das 2,3fache des Gebührensatzes, ist dies auf die einzelne Leistung bezogen für den Zahlungspflichtigen verständlich und nachvollziehbar schriftlich zu begründen. Auf Verlangen ist die Begründung näher zu erläutern. Soweit im Fall einer abweichenden Vereinbarung nach § 2 auch ohne die getroffene Vereinbarung ein Überschreiten der in Satz 1 genannten Steigerungssätze gerechtfertigt gewesen wäre, ist das Überschreiten auf Verlangen des Zahlungspflichtigen schriftlich zu begründen; die Sätze 1 und 2 gelten entsprechend. Die Bezeichnung der Leistung nach Absatz 2 Nr. 2 kann entfallen, wenn der Rechnung eine Zusammenstellung beigefügt ist, der die Bezeichnung für die abgerechnete Leistungsnummer entnommen werden kann. Bei Auslagen nach Absatz 2 Nr. 5 ist der Beleg oder ein sonstiger Nachweis beizufügen. Wurden zahntechnische Leistungen in Auftrag gegeben, ist eine den Erfordernissen des Absatzes 2 Nr. 5 entsprechende Rechnung des Dentallabors beizufügen; insoweit genügt es, in der Rechnung des Zahnarztes den Gesamtbetrag für diese Leistungen anzugeben. Leistungen, die auf Verlangen erbracht worden sind (§ 1 Abs. 2 Satz 2 und § 2 Abs. 3) sind als solche zu bezeichnen.","References: §2, §1 Abs. 2 Satz 2, §2 Abs. 3",1,454,22,0.01494,10.0,3.0,"[{'section': '2'}, {'section': '1', 'paragraph': '2', 'sentence': '2'}, {'section': '2', 'paragraph': '3'}]",Rule 7: Services that have been provided upon request (§ 1 paragraph 2 sentence 2 and § 2 paragraph 3) must be designated as such.,1,1745,289,0.06969
§ 10 Fälligkeit und Abrechnung der Vergütung; Rechnung ,(4),"Wird eine Leistung nach § 6 Absatz 1 berechnet, ist die entsprechend bewertete Leistung für den Zahlungspflichtigen verständlich zu beschreiben und mit dem Hinweis ""entsprechend"" sowie der Nummer und der Bezeichnung der als gleichwertig erachteten Leistung zu versehen.",References: §6 (1),1,132,7,0.00438,10.0,4.0,"[{'section': '6', 'paragraph': '1'}]","Rule 1: If a service is charged according to § 6 paragraph 1, the service must be described in a way that is understandable for the person liable to pay. This can be checked by verifying that the ""Description"" field for each service in the ""Services"" array is not empty.",1,863,186,0.03705
§ 10 Fälligkeit und Abrechnung der Vergütung; Rechnung ,(4),"Wird eine Leistung nach § 6 Absatz 1 berechnet, ist die entsprechend bewertete Leistung für den Zahlungspflichtigen verständlich zu beschreiben und mit dem Hinweis ""entsprechend"" sowie der Nummer und der Bezeichnung der als gleichwertig erachteten Leistung zu versehen.",References: §6 (1),1,132,7,0.00438,10.0,4.0,"[{'section': '6', 'paragraph': '1'}]","Rule 2: If a service is charged according to § 6 paragraph 1, the service must be marked with the note ""corresponding"". This can be checked by verifying that the ""Justification"" field for each service in the ""Services"" array contains the word ""corresponding"".",1,863,186,0.03705
§ 10 Fälligkeit und Abrechnung der Vergütung; Rechnung ,(4),"Wird eine Leistung nach § 6 Absatz 1 berechnet, ist die entsprechend bewertete Leistung für den Zahlungspflichtigen verständlich zu beschreiben und mit dem Hinweis ""entsprechend"" sowie der Nummer und der Bezeichnung der als gleichwertig erachteten Leistung zu versehen.",References: §6 (1),1,132,7,0.00438,10.0,4.0,"[{'section': '6', 'paragraph': '1'}]","Rule 3: If a service is charged according to § 6 paragraph 1, the service must be marked with the number and the designation of the service considered equivalent. This can be checked by verifying that the ""ServiceNumber"" field for each service in the ""Services"" array is not empty.",1,863,186,0.03705
§ 10 Fälligkeit und Abrechnung der Vergütung; Rechnung ,(5),Durch Vereinbarung mit öffentlich-rechtlichen Kostenträgern kann eine von den Vorschriften der Absätze 1 bis 4 abweichende Regelung getroffen werden.,References: Absätze 1 bis 4,1,105,9,0.0036899999999999,10.0,5.0,,,1,647,5,0.019710000000000002
