,number,content,section,Punktzahl,1.0-fach,2.3-fach,3.5-fach,reference,parsed_references,rule,llm_response,query,llm_inputs,llm_calls,prompt_tokens,completion_tokens,total_cost,parsed_code
134,5040,"Versorgung eines Lückengebisses
durch eine Brücke oder Prothese: je
Pfeilerzahn oder Implantat als Brü -
cken- oder Prothesenanker mit einer
Teleskopkrone, auch Konuskrone
Die Leistung nach der Nummer 5040 ist neben der Leistung nach
der Nummer 5080 nicht berech -
nungsfähig.
Durch die Leistungen nach den
Nummern 5000 bis 5040 sind
folgende zahnärztliche Leistungen
abgegolten: Präparieren des Zah -
nes oder Implantats, Relationsbe -
stimmung, Abformungen, Einpro-
ben, provisorisches Eingliedern ,
festes Einfügen der Krone, der Einla -
gefüllung, der Teilkrone o.a., Nach -
kontrolle und Korrekturen.
Die Leistungen nach den Nummern 5000 und 5030 umfassen auch die
Verschraubung und Abdeckung
mit Füllungsmaterial. Zu den Leistun -
gen nach den Nummern 5000 bis 5040 gehören Brücken- oder Pro -
thesenanker mit Verbindungsele -
menten jeder Ausführung.
Die Leistungen nach den Nummern 5010 und 5020 sind im Zusammen -
hang mit Implantaten nicht berech -
nungsfähig. Zu den Kronen nach
den Nummern 5000 bis 5040 gehö -
ren Kronen (Voll-, Teil- und Teleskop -
kronen, sowie Wurzelstiftkappen)
jeder zahntechnischen Ausführung.",F_Prothetische_Leistungen,2605.0,146.51,336.97,512.79,"References: Nummer 5040, Nummer 5080, Nummern 5000 bis 5040, Nummern 5000 und 5030, Nummern 5010 und 5020, Nummern 5000 bis 5040.",,Die Leistungen nach den Nummern 5010 und 5020 sind im Zusammenhang mit Implantaten nicht berechnungsfähig.,,,,,,,,"
"
135,5050,"Enden die Leistungen mit der
Präparation der Brückenpfeiler
oder Prothesenanker mit Verbin -
dungselementen oder der Ab -
drucknahme beim Implantat, so ist
die Hälfte der jeweiligen Gebühr
berechnungsfähig.",F_Prothetische_Leistungen,,,,,The text does not mention any references to other paragraphs.,,"Enden die Leistungen mit der Präparation der Brückenpfeiler oder Prothesenanker mit Verbindungselementen oder der Abdrucknahme beim Implantat, so ist die Hälfte der jeweiligen Gebühr berechnungsfähig.",,,,,,,,"
"
136,5060,"Sind darüber hinaus weitere Maß -
nahmen erfolgt, so sind drei Viertel
der jeweiligen Gebühr berech -
nungsfähig.
Die Leistungen nach den Nummern 5050 oder 5060 sind nur berech -
nungsfähig, wenn es dem Zahnarzt
objektiv auf Dauer unmöglich war,
die Behandlung fortzusetzen, oder
eine Fortsetzung aus medizini -
schen Gründen nicht indiziert war .",F_Prothetische_Leistungen,,,,,"References: Nummern 5050, 5060",,"Die Leistungen nach den Nummern 5050 oder 5060 sind nur berechnungsfähig, wenn es dem Zahnarzt objektiv auf Dauer unmöglich war, die Behandlung fortzusetzen, oder eine Fortsetzung aus medizinischen Gründen nicht indiziert war.",,,,,,,,"
"
137,5070,"Versorgung eines Lückengebisses
durch eine Brücke oder Prothese:
Verbindung von Kronen oder Ein -
lagefüllungen durch Brückenglie -
der, Prothesenspannen oder Stege,
je zu überbrückende Spanne oder
Freiendsattel",F_Prothetische_Leistungen,400.0,22.5,51.74,78.74,The text does not mention any references to other paragraphs.,,,,,,,,,,
138,5080,"Versorgung eines Lückengebisses
durch eine zusammengesetzte Brü -
cke oder Prothese, je Verbindungs -
element
Matrize und Patrize gelten als ein
Verbindungselement.
Die Leistung nach der Nummer 5080 ist neben der Leistung nach
der Nummer 5040 nicht berech -
nungsfähig.",F_Prothetische_Leistungen,230.0,12.94,29.75,45.27,"References: Nummer 5080, Nummer 5040",,Die Leistung nach der Nummer 5080 ist neben der Leistung nach der Nummer 5040 nicht berechnungsfähig.,,,,,,,,"
is_invoice_invalid(Invoice) :-
    Invoice = invoice(Services, _, _, _),
    member(service(5040, _, _, _, _, _, _, _), Services),
    member(service(5080, _, _, _, _, _, _, _), Services),
    print('The services 5040 and 5080 cannot be charged together.'),
    true.
"
139,5090,"Wiederherstellung der Funktion
eines Verbindungselements nach
der Nummer 5080",F_Prothetische_Leistungen,110.0,6.19,14.23,21.65,References: Nummer 5080,,,,,,,,,,
140,5100,"Erneuern des Sekundärteils einer
Teleskopkrone einschließlich Abfor -
mung",F_Prothetische_Leistungen,450.0,25.31,58.21,88.58,The text provided does not contain any references to other paragraphs.,,,,,,,,,,
141,5110,"Wiedereingliederung einer end -
gültigen Brücke nach Wiederher -
stellung der Funktion",F_Prothetische_Leistungen,360.0,20.25,46.57,70.87,The text provided does not contain any references to other paragraphs.,,,,,,,,,,
142,5120,"Provisorische Brücke im direkten
Verfahren mit Abformung, je Zahn
oder Implantat, einschließlich Ent -
fernung",F_Prothetische_Leistungen,240.0,13.5,31.05,47.24,The text does not mention any references to other paragraphs.,,,,,,,,,,
143,5140,"Provisorische Brücke im direkten
Verfahren mit Abformung, je Brü -
ckenspanne oder Freiendsattel,
einschließlich Entfernung
Das Wiedereingliedern derselben
provisorischen Brücke, gegebe -
nenfalls auch mehrmals, ein -
schließlich Entfernung ist mit den
Gebühren nach den Nummern 5120 bis 5140 abgegolten.",F_Prothetische_Leistungen,80.0,4.5,10.35,15.75,References: Nummern 5120 bis 5140,,"The reinsertion of the same provisional bridge, if necessary several times, including removal, is covered by the fees according to the numbers 5120 to 5140.",,,,,,,,"
"
144,5150,"Versorgung eines Lückengebisses
mit Hilfe einer durch Adhäsivtech -
nik befestigten Brücke, für die erste
zu überbrückende Spanne",F_Prothetische_Leistungen,730.0,41.06,94.43,143.7,The text does not mention any references to other paragraphs.,,,,,,,,,,
145,5160,"Versorgung eines Lückengebisses
nach der Nummer 5150, für jede
weitere zu überbrückende Spanne",F_Prothetische_Leistungen,360.0,20.25,46.57,70.87,References: Nummer 5150,,,,,,,,,,
146,5170,"Anatomische Abformung des Kie -
fers mit individuellem Löffel bei
ungünstigen Zahnbogen- und
Kieferformen und/oder tief anset -
zenden Bändern oder spezielle Ab -
formung zur Remontage, je Kiefer",F_Prothetische_Leistungen,250.0,14.06,32.34,49.21,The text does not mention any references to other paragraphs.,,,,,,,,,,
147,5180,"Funktionelle Abformung des Ober -
kiefers mit individuellem Löffel",F_Prothetische_Leistungen,450.0,25.31,58.21,88.58,The text provided does not contain any references to other paragraphs.,,,,,,,,,,
148,5190,"Funktionelle Abformung des Unter -
kiefers mit individuellem Löffel",F_Prothetische_Leistungen,540.0,30.37,69.85,106.3,The text provided does not contain any references to other paragraphs.,,,,,,,,,,
149,5200,"Versorgung eines teilbezahnten
Kiefers durch eine Teilprothese mit
einfachen, gebogenen Haftele -
menten einschließlich Einschleifen
der Auflagen",F_Prothetische_Leistungen,700.0,39.37,90.55,137.79,The text does not mention any references to other paragraphs.,,,,,,,,,,
150,5210,"Versorgung eines teilbezahnten
Kiefers durch eine Modellgusspro -
these mit gegossenen Halte- und
Stützelementen einschließlich Ein -
schleifen der Auflagen",F_Prothetische_Leistungen,1400.0,78.74,181.1,275.59,The text does not mention any references to other paragraphs.,,,,,,,,,,
151,5220,"Versorgung eines zahnlosen Kiefers
durch eine totale Prothese oder
Deckprothese bei Verwendung
einer Kunststoff- oder Metallbasis,
im Oberkiefer
Eine Deckprothese setzt eine Basis -
gestaltung wie bei einer totalen
Prothese voraus.",F_Prothetische_Leistungen,1850.0,104.05,239.31,364.17,The text does not mention any references to other paragraphs.,,,,,,,,,,
152,5230,"Versorgung eines zahnlosen Kiefers
durch eine totale Prothese oder
Deckprothese bei Verwendung
einer Kunststoff- oder Metallbasis,
im Unterkiefer
Eine Deckprothese setzt eine Basis -
gestaltung wie bei einer totalen
Prothese voraus.
Durch die Leistungen nach den
Nummern 5200 bis 5230 sind fol -
gende Leistungen abgegolten:
Anatomische Abformungen (auch
des Gegenkiefers), Bestimmung
der Kieferrelation, Einproben, Ein -
passen bzw. Einfügen, Nachkon -
trolle und Korrekturen.",F_Prothetische_Leistungen,2200.0,123.73,284.59,433.06,References: Nummern 5200 bis 5230,,"Durch die Leistungen nach den Nummern 5200 bis 5230 sind folgende Leistungen abgegolten: Anatomische Abformungen (auch des Gegenkiefers), Bestimmung der Kieferrelation, Einproben, Einpassen bzw. Einfügen, Nachkontrolle und Korrekturen.",,,,,,,,"
"
153,5250,"Maßnahmen zur Wiederherstel -
lung der Funktion oder zur Erweite -
rung einer abnehmbaren Prothese
(ohne Abformung)",F_Prothetische_Leistungen,140.0,7.87,18.11,27.56,The text does not mention any references to other paragraphs.,,,,,,,,,,
154,5260,"Maßnahmen zur Wiederherstel -
lung der Funktion oder zur Erweite -
rung einer abnehmbaren Prothese
(mit Abformung) einschließlich
Halte- und Stützvorrichtungen",F_Prothetische_Leistungen,270.0,15.19,34.93,53.15,The text does not mention any references to other paragraphs.,,,,,,,,,,
155,5270,Teilunterfütterung einer Prothese,F_Prothetische_Leistungen,180.0,10.12,23.28,35.43,The text provided does not contain any references to other paragraphs.,,,,,,,,,,
156,5280,"Vollständige Unterfütterung einer
Prothese",F_Prothetische_Leistungen,270.0,15.19,34.93,53.15,The text provided does not contain any references to other paragraphs.,,,,,,,,,,
157,5290,"Vollständige Unterfütterung einer
Prothese einschließlich funktionel -
ler Randgestaltung, im Oberkiefer",F_Prothetische_Leistungen,450.0,25.31,58.21,88.58,The text provided does not mention any references to other paragraphs.,,,,,,,,,,
158,5300,"Vollständige Unterfütterung einer
Prothese einschließlich funktionel -
ler Randgestaltung, im Unterkiefer",F_Prothetische_Leistungen,540.0,30.37,69.85,106.3,The text provided does not mention any references to other paragraphs.,,,,,,,,,,
159,5310,"Vollständige Unterfütterung bei
einer Defektprothese einschließlich
funktioneller Randgestaltung
Im Zusammenhang mit Leistungen
nach den Nummern 5270 bis 5310
dürfen Leistungen nach den Num -
mern 5250 und 5260 nur berech -
net werden, wenn es sich um
zeitlich getrennte Verrichtungen
handelt. Leistungen nach den
Nummern 5270 bis 5310 sind nur
als Maßnahmen zur Wiederherstel -
lung der Funktion einer abnehm -
baren Prothese berechnungs-
fähig.",F_Prothetische_Leistungen,730.0,41.06,94.43,143.7,"References: Nummern 5270 bis 5310, Nummern 5250 und 5260, Nummern 5270 bis 5310",,"Im Zusammenhang mit Leistungen nach den Nummern 5270 bis 5310 dürfen Leistungen nach den Nummern 5250 und 5260 nur berechnet werden, wenn es sich um zeitlich getrennte Verrichtungen handelt.",,,,,,,,"
"
160,5310,"Vollständige Unterfütterung bei
einer Defektprothese einschließlich
funktioneller Randgestaltung
Im Zusammenhang mit Leistungen
nach den Nummern 5270 bis 5310
dürfen Leistungen nach den Num -
mern 5250 und 5260 nur berech -
net werden, wenn es sich um
zeitlich getrennte Verrichtungen
handelt. Leistungen nach den
Nummern 5270 bis 5310 sind nur
als Maßnahmen zur Wiederherstel -
lung der Funktion einer abnehm -
baren Prothese berechnungs-
fähig.",F_Prothetische_Leistungen,730.0,41.06,94.43,143.7,"References: Nummern 5270 bis 5310, Nummern 5250 und 5260, Nummern 5270 bis 5310",,Leistungen nach den Nummern 5270 bis 5310 sind nur als Maßnahmen zur Wiederherstellung der Funktion einer abnehmbaren Prothese berechnungsfähig.,,,,,,,,"
"
161,5320,"Eingliederung eines Obturators
zum Verschluss von Defekten des
Gaumens",F_Prothetische_Leistungen,2200.0,123.73,284.59,433.06,The text provided does not contain any references to other paragraphs.,,,,,,,,,,
162,5330,"Eingliederung einer Resektionspro -
these zum Verschluss und zum Aus -
gleich von Defekten der Kiefer",F_Prothetische_Leistungen,2800.0,157.48,362.2,551.17,The text provided does not contain any references to other paragraphs.,,,,,,,,,,
163,5340,"Eingliederung einer Prothese oder
Epithese zum Verschluss extraora -
ler Weichteildefekte oder zum
Ersatz fehlender Gesichtsteile ein -
schließlich Stütz-, Halte- oder Hilfs -
vorrichtungen
Maßnahmen zur Weichteilstützung
sind mit den Leistungen nach den
Nummern 5200 bis 5340 abgegolten.",F_Prothetische_Leistungen,7300.0,410.57,944.3,1436.99,References: Nummern 5200 bis 5340,,Maßnahmen zur Weichteilstützung sind mit den Leistungen nach den Nummern 5200 bis 5340 abgegolten.,,,,,,,,"
"
164,6000,"Profil- oder Enfacefotografie ein -
schließlich kieferorthopädischer
Auswertung
Eine mehr als viermalige Berech -
nung der Leistung nach der Num -
mer 6000 im Verlauf einer
kieferorthopädischen Behandlung
ist in der Rechnung zu begründen.",G_Kieferorthopädische_Leistungen,80.0,4.5,10.35,15.75,The text does not mention any references to other paragraphs.,,"Eine mehr als viermalige Berech -
nung der Leistung nach der Num -
mer 6000 im Verlauf einer
kieferorthopädischen Behandlung
ist in der Rechnung zu begründen.","Rule 1:
Thoughts: This rule states that if a service with the number 6000 is billed more than four times during a kieferorthopädischen treatment, it must be justified in the invoice. We can translate this rule by counting the number of times the service 6000 appears in the invoice and checking if the justification is provided when it appears more than four times.

Translation:
```prolog
is_invoice_invalid(Invoice) :-
    Invoice = invoice(Services, _, _, _),
    findall(Service, (member(service(Service, _, _, _, _, _, Justification, _), Services), Service = 6000), Services6000),
    length(Services6000, Count),
    Count > 4,
    member(service(6000, _, _, _, _, _, Justification, _), Services),
    Justification = '',
    print('Service 6000 is billed more than four times without justification.'),
    true.
```

Rule 2:
Thoughts: This rule states that services from 6030 to 6080 include all measures within a period of up to four years. However, we don't have any information about the start date of the treatment or the duration of the treatment in the given predicates. Therefore, we can't translate this rule into Prolog code.

Translation:
```prolog
```

Rule 3:
Thoughts: This rule is similar to Rule 2. It states that measures from 6030 to 6080 include all services for jaw reshaping and retention or adjustment of the lower jaw within a period of up to four years. Again, we don't have any information about the start date of the treatment or the duration of the treatment in the given predicates. Therefore, we can't translate this rule into Prolog code.

Translation:
```prolog
```

Rule 4:
Thoughts: This rule states that services from 6030 to 6080 can't be billed alongside services from 6190 to 6260. We can translate this rule by checking if any service from the first range appears in the same invoice as any service from the second range.

Translation:
```prolog
is_invoice_invalid(Invoice) :-
    Invoice = invoice(Services, _, _, _),
    findall(Service, (member(service(Service, _, _, _, _, _, _, _), Services), between(6030, 6080, Service)), Services6030_6080),
    findall(Service, (member(service(Service, _, _, _, _, _, _, _), Services), between(6190, 6260, Service)), Services6190_6260),
    intersection(Services6030_6080, Services6190_6260, Intersection),
    Intersection \= [],
    print('Services from 6030 to 6080 and from 6190 to 6260 are billed in the same invoice.'),
    true.
```

Rule 5:
Thoughts: This rule states that the costs for the integrated aids according to numbers 6160 and 6170 can be invoiced separately. This rule doesn't impose any restrictions or conditions on the invoice, so there's no need to translate it into Prolog code.

Translation:
```prolog
```

Rule 6:
Thoughts: This rule states that each jaw and each session can be billed once. However, we don't have any information about the number of jaws or sessions in the given predicates. Therefore, we can't translate this rule into Prolog code.

Translation:
```prolog
```

Rule 7:
Thoughts: This rule states that service 6190 can't be billed alongside service 0010 in the same session. We can translate this rule by checking if both services appear in the same session in the invoice.

Translation:
```prolog
is_invoice_invalid(Invoice) :-
    Invoice = invoice(Services, _, _, _),
    findall(Date, (member(service(6190, Date, _, _, _, _, _, _), Services)), Dates6190),
    findall(Date, (member(service(0010, Date, _, _, _, _, _, _), Services)), Dates0010),
    intersection(Dates6190, Dates0010, Intersection),
    Intersection \= [],
    print('Services 6190 and 0010 are billed in the same session.'),
    true.
```",,"Given this rules from the german GOZ:
---
Eine mehr als viermalige Berech -
nung der Leistung nach der Num -
mer 6000 im Verlauf einer
kieferorthopädischen Behandlung
ist in der Rechnung zu begründen.
---
Die Leistungen nach den Nummern 6030 bis 6080 umfassen alle im Behandlungsplan festgelegten Maßnahmen innerhalb eines Zeitraumes von bis zu vier Jahren.
---
Die Maßnahmen im Sinne der Nummern 6030 bis 6080 umfassen alle Leistungen zur Kieferumformung und Retention bzw. zur Einstellung des Unterkiefers in den Regelbiss innerhalb eines Zeitraumes von bis zu vier Jahren, unabhängig von den angewandten Behandlungsmethoden oder den verwendeten Therapiegeräten.
---
Neben den Leistungen nach den Nummern 6030 bis 6080 sind Leistungen nach den Nummern 6190 bis 6260 nicht berechnungsfähig.
---
The costs for the integrated aids according to numbers 6160 and 6170 can be invoiced separately.
---
Je Kiefer und je Sitzung einmal berechnungsfähig
---
Neben der Leistung nach der Nummer 6190 ist die Leistung nach der Nummer 0010 in derselben Sitzung nicht berechnungsfähig.
---


And this predicates:
```prolog
invoice(
    % A Service is defined trough its Service Number (Service), the date / session when it was rendered, its multiplier, the teeth it is applied to, ...
    [service(Service, date(Year, Month, Day), Multiplier, PointScore, Charge, Description, Justification, [tooth(Area, Postion), ...]), ... ],
    % Billed Material Costs are defined trough the Section of the GOZ which allows its billing, the date / session when it was rendered, its multiplier, ...
    [material_cost(GOZ_Section, date(Year, Month, Day), Multiplier, Count, Charge, Description, Justification, [tooth(Area, Postion), ...]), ... ],
    invoice_date(date(Year, Month, Day)),
    invoice_amount(InvoiceAmount)
).
% Charge = (round(PointValue in Euros * Multiplier * PointScore * 100)) / 100
% A Tooth on which a Service is applied is uniquely defined by the combination of its area and position in this area: tooth(Area, Postion) nummerated after the FDI-Zahnschema
% Area = 1 -> Right upper jaw
% Area = 2 -> Left upper jaw
% Area = 3 -> Left lower jaw
% Area = 4 -> Right lower jaw
% Position is exact position of this tooth in its area (from 1 to 8)
% Example invoice
invoice(
    [
        service(11111, date(2023, 10, 01), 1, 100, 5.62, 'Teeth Cleaning', '', [tooth(1,7)]),
        service(11111, date(2023, 10, 01), 1, 100, 5.62, 'Teeth Cleaning', '', [tooth(1,6)]),
        service(987654, date(2023, 10, 01), 3.5, 200, 39.37, 'Tooth Filling', 'Very time consuming', [tooth(1,7), tooth(1,6)]),
        service(123456, date(2023, 10, 02), 2.3, 150, 19.40, 'Consultation', '', [])
    ],
    [
        material_cost('§ 4 (1)', date(2023, 10, 02), 1, 1, 40.00, 'Fill Material', 'Auslagen', [tooth(1,7), tooth(1,6)])
    ]
    invoice_date(date(2023, 10, 04),
    invoice_amount(110.01)
).
```
The 7 rules indicate conditions and restrictions stated in the GOZ that should be adhered to when creating an invoice.
We want to mark invoices as invalid if they do not adhere to those rules.
Which of those rules can you translate into prolog code given following restriction:
Only translate the rules as they are, do not include any examples.
Be as accurate as possible.
You must be able to exactly define every new predicate based on the given ones.
Do not make any assumptions which are not given.
Translate the rules where a translation given the restrictions is possible.
To determine if an invoice is correct, use the predicate 
```prolog
is_invoice_invalid(Invoice) : -
    Invoice = invoice(Services, Material_Costs, invoice_date(date(Year, Month, Day), invoice_amount(InvoiceAmount)),
    % The corresponding rule (only one rule for each predicate)
    % Please double check that the prolog code you write in here is semantically equivalent to the rule in the text.
    print(...), % When rule is not fulfilled and therefore the invoice is invalid, print the reason for the invalidity of the invoice
    true. % Then the invoice is invalid.
```
Use this predicate to check each rule individually. Before you translate a rule, think about it.
Expected format:
---
Rule 1:
Thoughts: ...
Translation:
```prolog
% code here (is_invoice_invalid/1 predicate with potential helper predicates for this rule)
```
---
Rule 2:
Thoughts: ...
Translation:
```prolog
% code here (is_invoice_invalid/1 predicate with potential helper predicates for this rule)
```
---
... 

When you can not translate leaf the code section empty like this:
---
Rule X:
Thoughts: ...
Translation:
```prolog
```
---

So you should have a block for each of the 7 given rules at the end.
For translated rules include print statements, so that the user can see the reason for the invalidity of the invoice.
When you calculate with currencies, always round the result to two digits with round(X*100)/100 and always calculate in Euros (even after summation).
I only want to have exactly defined rules.
First, think step by step how you would translate a rule, then translate it. Explain your thoughts step by step.",1.0,1454.0,889.0,0.09695999999999999,"
is_invoice_invalid(Invoice) :-
    Invoice = invoice(Services, _, _, _),
    findall(Service, (member(service(Service, _, _, _, _, _, Justification, _), Services), Service = 6000), Services6000),
    length(Services6000, Count),
    Count > 4,
    member(service(6000, _, _, _, _, _, Justification, _), Services),
    Justification = '',
    print('Service 6000 is billed more than four times without justification.'),
    true.
"
165,6010,"Anwendung von Methoden zur
Analyse von Kiefermodellen (drei -
dimensionale, graphische oder
metrische Analysen, Diagramme),
je Leistung nach der Nummer 0060",G_Kieferorthopädische_Leistungen,180.0,10.12,23.28,35.43,References: Nummer 0060,,,,,,,,,,
166,6020,"Anwendung von Methoden zur
Untersuchung des Gesichtsschä -
dels (zeichnerische Auswertung
von Röntgenaufnahmen des Schä -
dels, Wachstumsanalysen)",G_Kieferorthopädische_Leistungen,360.0,20.25,46.57,70.87,The text does not mention any references to other paragraphs.,,,,,,,,,,
167,6030,"Maßnahmen zur Umformung eines
Kiefers einschließlich Retention,
geringer Umfang",G_Kieferorthopädische_Leistungen,1350.0,75.93,174.63,265.74,The text provided does not contain any references to other paragraphs.,,,,,,,,,,
168,6040,"Maßnahmen zur Umformung eines
Kiefers einschließlich Retention,
mittlerer Umfang",G_Kieferorthopädische_Leistungen,2100.0,118.11,271.65,413.38,The text provided does not contain any references to other paragraphs.,,,,,,,,,,
169,6050,"Maßnahmen zur Umformung eines
Kiefers einschließlich Retention,
hoher Umfang
Bei Maßnahmen von mittlerem
Umfang nach der Nummer 6040
müssen mindestens drei, bei Maß -
nahmen von hohem Umfang min -
destens vier der Kriterien nach den
Buchstaben a) bis e) erfüllt sein:
a) Zahl der bewegten Zahngrup -
pen: zwei und mehr Zahngruppen,
b) Ausmaß der Zahnbewegung:
mehr als 2 Millimeter,
c) Art der Zahnbewegung: körper -
lich mehr als 2 Millimeter, kontrol -
lierte Wurzelbewegung, direkte
Veränderung der Bisshöhe, Zahn -
drehung mehr als 30 Grad,
d) Richtung der Zahnbewegung:
entgegen Wanderungstendenz,
e) Verankerung: mit zusätzlichen
intra- oder extraoralen Maßnah -
men.",G_Kieferorthopädische_Leistungen,3600.0,202.47,465.68,708.65,The text does not contain any references to other paragraphs.,,,,,,,,,,
170,6060,"Maßnahmen zur Einstellung der
Kiefer in den Regelbiss während
der Wachstumsphase einschließ -
lich Retention, geringer Umfang",G_Kieferorthopädische_Leistungen,1800.0,101.24,232.84,354.33,The text does not mention any references to other paragraphs.,,,,,,,,,,
171,6070,"Maßnahmen zur Einstellung der
Kiefer in den Regelbiss während
der Wachstumsphase einschließ -
lich Retention, mittlerer Umfang",G_Kieferorthopädische_Leistungen,2600.0,146.23,336.33,511.8,The text does not mention any references to other paragraphs.,,,,,,,,,,
172,6080,"Maßnahmen zur Einstellung der
Kiefer in den Regelbiss während
der Wachstumsphase einschließ -
lich Retention, hoher Umfang
Bei Maßnahmen von mittlerem
Umfang muss mindestens ein Krite -
rium nach den Buchstaben a) bis
c), bei Maßnahmen von hohem
Umfang müssen mindestens zwei
der Kriterien erfüllt sein:
a) Ausmaß der Bissverschiebung:
mehr als 4 Millimeter,
b) Richtung der durchzuführenden
Bissverschiebung, Unterkiefer rela -
tiv zum Oberkiefer: dorsal,
c) Skelettale Bedingungen: ungüns -
tige Wachstumsvoraussetzungen.
Die Leistungen nach den Num -
mern 6030 bis 6080 umfassen alle
im Behandlungsplan festgelegten
Maßnahmen innerhalb eines Zeit -
raumes von bis zu vier Jahren.
Die Maßnahmen im Sinne der
Nummern 6030 bis 6080 umfassen
alle Leistungen zur Kieferumfor -
mung und Retention bzw. zur Ein -
stellung des Unterkiefers in den
Regelbiss innerhalb eines Zeitrau -
mes von bis zu vier Jahren, unab -
hängig von den angewandten
Behandlungsmethoden oder den
verwendeten Therapiegeräten.
Neben den Leistungen nach den
Nummern 6030 bis 6080 sind Leis -
tungen nach den Nummern 6190
bis 6260 nicht berechnungsfähig.",G_Kieferorthopädische_Leistungen,3600.0,202.47,465.68,708.65,"References: Nummern 6030 bis 6080, Nummern 6190 bis 6260",,Die Leistungen nach den Nummern 6030 bis 6080 umfassen alle im Behandlungsplan festgelegten Maßnahmen innerhalb eines Zeitraumes von bis zu vier Jahren.,,,,,,,,"
"
173,6080,"Maßnahmen zur Einstellung der
Kiefer in den Regelbiss während
der Wachstumsphase einschließ -
lich Retention, hoher Umfang
Bei Maßnahmen von mittlerem
Umfang muss mindestens ein Krite -
rium nach den Buchstaben a) bis
c), bei Maßnahmen von hohem
Umfang müssen mindestens zwei
der Kriterien erfüllt sein:
a) Ausmaß der Bissverschiebung:
mehr als 4 Millimeter,
b) Richtung der durchzuführenden
Bissverschiebung, Unterkiefer rela -
tiv zum Oberkiefer: dorsal,
c) Skelettale Bedingungen: ungüns -
tige Wachstumsvoraussetzungen.
Die Leistungen nach den Num -
mern 6030 bis 6080 umfassen alle
im Behandlungsplan festgelegten
Maßnahmen innerhalb eines Zeit -
raumes von bis zu vier Jahren.
Die Maßnahmen im Sinne der
Nummern 6030 bis 6080 umfassen
alle Leistungen zur Kieferumfor -
mung und Retention bzw. zur Ein -
stellung des Unterkiefers in den
Regelbiss innerhalb eines Zeitrau -
mes von bis zu vier Jahren, unab -
hängig von den angewandten
Behandlungsmethoden oder den
verwendeten Therapiegeräten.
Neben den Leistungen nach den
Nummern 6030 bis 6080 sind Leis -
tungen nach den Nummern 6190
bis 6260 nicht berechnungsfähig.",G_Kieferorthopädische_Leistungen,3600.0,202.47,465.68,708.65,"References: Nummern 6030 bis 6080, Nummern 6190 bis 6260",,"Die Maßnahmen im Sinne der Nummern 6030 bis 6080 umfassen alle Leistungen zur Kieferumformung und Retention bzw. zur Einstellung des Unterkiefers in den Regelbiss innerhalb eines Zeitraumes von bis zu vier Jahren, unabhängig von den angewandten Behandlungsmethoden oder den verwendeten Therapiegeräten.",,,,,,,,"
"
174,6080,"Maßnahmen zur Einstellung der
Kiefer in den Regelbiss während
der Wachstumsphase einschließ -
lich Retention, hoher Umfang
Bei Maßnahmen von mittlerem
Umfang muss mindestens ein Krite -
rium nach den Buchstaben a) bis
c), bei Maßnahmen von hohem
Umfang müssen mindestens zwei
der Kriterien erfüllt sein:
a) Ausmaß der Bissverschiebung:
mehr als 4 Millimeter,
b) Richtung der durchzuführenden
Bissverschiebung, Unterkiefer rela -
tiv zum Oberkiefer: dorsal,
c) Skelettale Bedingungen: ungüns -
tige Wachstumsvoraussetzungen.
Die Leistungen nach den Num -
mern 6030 bis 6080 umfassen alle
im Behandlungsplan festgelegten
Maßnahmen innerhalb eines Zeit -
raumes von bis zu vier Jahren.
Die Maßnahmen im Sinne der
Nummern 6030 bis 6080 umfassen
alle Leistungen zur Kieferumfor -
mung und Retention bzw. zur Ein -
stellung des Unterkiefers in den
Regelbiss innerhalb eines Zeitrau -
mes von bis zu vier Jahren, unab -
hängig von den angewandten
Behandlungsmethoden oder den
verwendeten Therapiegeräten.
Neben den Leistungen nach den
Nummern 6030 bis 6080 sind Leis -
tungen nach den Nummern 6190
bis 6260 nicht berechnungsfähig.",G_Kieferorthopädische_Leistungen,3600.0,202.47,465.68,708.65,"References: Nummern 6030 bis 6080, Nummern 6190 bis 6260",,Neben den Leistungen nach den Nummern 6030 bis 6080 sind Leistungen nach den Nummern 6190 bis 6260 nicht berechnungsfähig.,,,,,,,,"
is_invoice_invalid(Invoice) :-
    Invoice = invoice(Services, _, _, _),
    findall(Service, (member(service(Service, _, _, _, _, _, _, _), Services), between(6030, 6080, Service)), Services6030_6080),
    findall(Service, (member(service(Service, _, _, _, _, _, _, _), Services), between(6190, 6260, Service)), Services6190_6260),
    intersection(Services6030_6080, Services6190_6260, Intersection),
    Intersection \= [],
    print('Services from 6030 to 6080 and from 6190 to 6260 are billed in the same invoice.'),
    true.
"
175,6090,"Maßnahmen zur Einstellung der
Okklusion durch alveolären Aus -
gleich bei abgeschlossener
Wachstumsphase einschließlich
Retention, je Kiefer",G_Kieferorthopädische_Leistungen,700.0,39.37,90.55,137.79,The text does not mention any references to other paragraphs.,,,,,,,,,,
176,6100,"Eingliederung eines Klebebrackets
zur Aufnahme orthodontischer
Hilfsmittel",G_Kieferorthopädische_Leistungen,165.0,9.28,21.34,32.48,The text provided does not contain any references to other paragraphs.,,,,,,,,,,
